Profesor_Email;Profesor_Nombre;Curso_Escolar;Plantilla_ID;Plantilla_Nombre;Dia;Tramo_ID;Tramo_Nombre;Tipo;Asignatura_o_Texto;Grupo_ID;Grupo_Nombre;Guardia_ID
juan.perez@example.com;"Juan Pérez";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;"Reunión de Departamento";;;
juan.perez@example.com;"Juan Pérez";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Recreo";;;
juan.perez@example.com;"Juan Pérez";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Lunes;1;1a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Lunes;2;2a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Lunes;5;4a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Lunes;6;5a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Lunes;7;6a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Martes;2;2a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Martes;6;5a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Martes;7;6a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Miércoles;2;2a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Miércoles;5;4a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Miércoles;7;6a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Jueves;2;2a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Jueves;5;4a;clase;Biología;1;"1º ESO A";
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Jueves;6;5a;guardia;Guardia;;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Jueves;7;6a;guardia;Guardia;;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Viernes;1;1a;guardia;Guardia;;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;Tutoría;;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Reunión de Departamento";;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Recreo";;;
ana.martinez@example.com;"Ana Martínez";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Lunes;1;1a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Lunes;5;4a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Lunes;6;5a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Martes;1;1a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Martes;2;2a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Martes;5;4a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Martes;7;6a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Miércoles;2;2a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Miércoles;5;4a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Miércoles;6;5a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Miércoles;7;6a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Jueves;2;2a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Jueves;5;4a;clase;"Educación Física";2;"2º ESO B";
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Jueves;6;5a;guardia;Guardia;;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Jueves;7;6a;guardia;Guardia;;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Viernes;1;1a;guardia;Guardia;;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;Tutoría;;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Reunión de Departamento";;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Recreo";;;
luis.rodriguez@example.com;"Luis Rodríguez";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Lunes;1;1a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Lunes;2;2a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Lunes;5;4a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Lunes;6;5a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Lunes;7;6a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Martes;2;2a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Martes;5;4a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Martes;6;5a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Miércoles;2;2a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Miércoles;6;5a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Miércoles;7;6a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Jueves;3;3a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Jueves;5;4a;clase;Inglés;3;"3º ESO A";
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Jueves;6;5a;guardia;Guardia;;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Jueves;7;6a;guardia;Guardia;;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Viernes;2;2a;guardia;Guardia;;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;Tutoría;;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Reunión de Departamento";;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Recreo";;;
laura.sanchez@example.com;"Laura Sánchez";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Lunes;1;1a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Lunes;2;2a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Lunes;6;5a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Martes;1;1a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Martes;2;2a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Martes;6;5a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Martes;7;6a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Miércoles;2;2a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Miércoles;5;4a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Miércoles;6;5a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Jueves;2;2a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Jueves;3;3a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Jueves;5;4a;clase;Tecnología;1;"1º ESO A";
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Jueves;7;6a;guardia;Guardia;;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Viernes;1;1a;guardia;Guardia;;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Viernes;2;2a;guardia;Guardia;;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;Tutoría;;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Reunión de Departamento";;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Recreo";;;
pedro.gomez@example.com;"Pedro Gómez";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Lunes;1;1a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Lunes;5;4a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Lunes;6;5a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Lunes;7;6a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Martes;1;1a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Martes;5;4a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Martes;6;5a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Martes;7;6a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Miércoles;2;2a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Miércoles;5;4a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Miércoles;7;6a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Jueves;2;2a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Jueves;3;3a;clase;"Física y Química";3;"3º ESO A";
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Jueves;5;4a;guardia;Guardia;;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Jueves;7;6a;guardia;Guardia;;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Viernes;1;1a;guardia;Guardia;;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Viernes;2;2a;texto;Tutoría;;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;"Reunión de Departamento";;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Guardia de Recreo";;;
elena.fernandez@example.com;"Elena Fernández";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Lunes;2;2a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Lunes;5;4a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Lunes;6;5a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Lunes;7;6a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Martes;1;1a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Martes;2;2a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;Historia;1;"1º ESO A";
